SRX,index,!Sample_geo_accession,!Sample_status,!Sample_submission_date,!Sample_last_update_date,!Sample_type,!Sample_channel_count,!Sample_source_name_ch1,!Sample_organism_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_growth_protocol_ch1,!Sample_molecule_ch1,!Sample_extract_protocol_ch1,!Sample_extract_protocol_ch1,!Sample_taxid_ch1,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_platform_id,!Sample_contact_name,!Sample_contact_email,!Sample_contact_institute,!Sample_contact_address,!Sample_contact_city,!Sample_contact_zip/postal_code,!Sample_contact_country,!Sample_data_row_count,!Sample_instrument_model,!Sample_library_selection,!Sample_library_source,!Sample_library_strategy,!Sample_relation,!Sample_relation,!Sample_supplementary_file_1,!series_matrix_table_begin,ID_REF,!series_matrix_table_end,ct
SRX197990,x30_504_706B,GSM2253596,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: ICM,embryo derived from: 16_3,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05449006,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979907,NONE,,GSM2253596,,16C
SRX197990,x33_504_708B,GSM2253597,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: CO,embryo derived from: 16_3,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05449005,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979908,NONE,,GSM2253597,,16C
SRX197990,x40_517_708,GSM2253598,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: CO,embryo derived from: 16_4,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05449004,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979909,NONE,,GSM2253598,,16C
SRX197991,x41_505_701B,GSM2253599,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: TE,embryo derived from: 16_4,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05449003,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979910,NONE,,GSM2253599,,16C
SRX197991,x42_505_702B,GSM2253600,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: TE,embryo derived from: 16_4,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05449002,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979911,NONE,,GSM2253600,,16C
SRX197991,x43_505_703B,GSM2253601,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: TE,embryo derived from: 16_4,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05449001,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979912,NONE,,GSM2253601,,16C
SRX197991,x44_505_704B,GSM2253602,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: TE,embryo derived from: 16_4,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05449000,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979913,NONE,,GSM2253602,,16C
SRX197991,x45_505_705B,GSM2253603,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: ICM,embryo derived from: 16_4,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448999,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979914,NONE,,GSM2253603,,16C
SRX197991,x46_505_706B,GSM2253604,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: ICM,embryo derived from: 16_4,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448998,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979915,NONE,,GSM2253604,,16C
SRX197991,x47_505_707B,GSM2253605,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: TE,embryo derived from: 16_4,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448997,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979916,NONE,,GSM2253605,,16C
SRX197991,x48_505_708B,GSM2253606,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: ICM,embryo derived from: 16_4,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448996,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979917,NONE,,GSM2253606,,16C
SRX197991,x49_506_701B,GSM2253607,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: TE,embryo derived from: 16_4,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448995,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979918,NONE,,GSM2253607,,16C
SRX197991,x5_710_505B,GSM2253608,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: CO,embryo derived from: 16_1,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448994,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979919,NONE,,GSM2253608,,16C
SRX197992,x50_506_702B,GSM2253609,Public on Feb 14 2017,Jul 27 2016,May 15 2019,SRA,1,embryo,Mus musculus,Stage: early 16 cell,strain: CD1,lineage: CO,embryo derived from: 16_4,"The zona pellucida was removed using acid Tyrode’s solution and embryos were washed in M2. Dissociation was performed by incubating embryos in TrypLE (Life Technologies) for 3-6 minutes at 37°C followed by pipetting through fine pulled glass capillaries. Individual cells were picked, aligned in rows in M2 media under oil and imaged using a Zeiss Axiovert 200 inverted microscope equipped with a Hamamatsu C9100-13 EM-CCD camera, a Quorum spinning disk confocal scan head and Volocity aquisition software (Perkin Elmer, version 6.3.1) Cdx2-eGFP was quantified by taking single plain images of individual cells, focusing on the plain with maximum eGFP intensity. Average nuclear Cdx2-eGFP measurements were corrected for cytoplasmic background. The cut off between “Cdx2-eGFP low” and “Cdx2-eGFP high” was set at 500 fluorescent intensity units and was based on the clearly distinct Cdx2-eGFP low cell population at the 64-cell and >64-cell stages.",total RNA,"Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as previously described (Picelli et al., 2013, 2014, Petropoulos et al., 2016).",Smart-seq2,10090,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to mm10 whole genome using STAR","Data was processed using in house pipeline rpkmforgene.py (Ramsköld D et al., 2009)",Genome_build: mm10,Supplementary_files_format_and_content: tab-delimited text files include RPKM values and counts for each sample,GPL13112,"Sophie,,Petropoulos",sophie.petropoulos@ki.se,Karolinska Institutet,liniskt Forskningscentrum  Novum,Stockholm,14186,Sweden,0,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05448880,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1979920,NONE,,GSM2253609,,16C
