Comment[ENA_RUN],Source Name,Comment[ENA_SAMPLE],Characteristics[organism],Characteristics[strain],Characteristics[developmental stage],Characteristics[organism part],Characteristics[cell type],Characteristics[division pattern],Characteristics[single cell well quality],Characteristics[batch],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Extract Name,Material Type.1,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Comment[single cell isolation],Comment[library construction],Comment[end bias],Comment[input molecule],Comment[primer],Comment[spike in],Comment[spike in dilution],Comment[spike sequence file],Comment[spike concentration file],Protocol REF.3,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[FASTQ_URI],Comment[SPOT_LENGTH],Comment[READ_INDEX_1_BASE_COORD],Derived Array Data File,Comment [Derived ArrayExpress FTP file],Factor Value[developmental stage],Factor Value[division pattern],Factor Value[single cell identifier],ct
ERR1231450,ME_4cell_4_C,ERS1046982,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_4_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample51_,sequencing assay,ERX1303389,Goolam_et_al_2015_Batch4_Sample51_1.fq.gz,Goolam_et_al_2015_Batch4_Sample51_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/000/ERR1231450/ERR1231450_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_4_C,4C
ERR1231450,ME_4cell_4_C,ERS1046982,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_4_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample51_,sequencing assay,ERX1303389,Goolam_et_al_2015_Batch4_Sample51_2.fq.gz,Goolam_et_al_2015_Batch4_Sample51_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/000/ERR1231450/ERR1231450_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_4_C,4C
ERR1231451,ME_4cell_4_D,ERS1046983,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_4_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample52_,sequencing assay,ERX1303390,Goolam_et_al_2015_Batch4_Sample52_1.fq.gz,Goolam_et_al_2015_Batch4_Sample52_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/001/ERR1231451/ERR1231451_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_4_D,4C
ERR1231451,ME_4cell_4_D,ERS1046983,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_4_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample52_,sequencing assay,ERX1303390,Goolam_et_al_2015_Batch4_Sample52_2.fq.gz,Goolam_et_al_2015_Batch4_Sample52_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/001/ERR1231451/ERR1231451_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_4_D,4C
ERR1231452,ME_4cell_5_A,ERS1046984,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_5_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample53_,sequencing assay,ERX1303391,Goolam_et_al_2015_Batch4_Sample53_1.fq.gz,Goolam_et_al_2015_Batch4_Sample53_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/002/ERR1231452/ERR1231452_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_5_A,4C
ERR1231452,ME_4cell_5_A,ERS1046984,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_5_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample53_,sequencing assay,ERX1303391,Goolam_et_al_2015_Batch4_Sample53_2.fq.gz,Goolam_et_al_2015_Batch4_Sample53_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/002/ERR1231452/ERR1231452_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_5_A,4C
ERR1231453,ME_4cell_5_B,ERS1046985,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_5_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample54_,sequencing assay,ERX1303392,Goolam_et_al_2015_Batch4_Sample54_1.fq.gz,Goolam_et_al_2015_Batch4_Sample54_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/003/ERR1231453/ERR1231453_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_5_B,4C
ERR1231453,ME_4cell_5_B,ERS1046985,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_5_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample54_,sequencing assay,ERX1303392,Goolam_et_al_2015_Batch4_Sample54_2.fq.gz,Goolam_et_al_2015_Batch4_Sample54_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/003/ERR1231453/ERR1231453_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_5_B,4C
ERR1231454,ME_4cell_5_C,ERS1046986,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_5_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample55_,sequencing assay,ERX1303393,Goolam_et_al_2015_Batch4_Sample55_1.fq.gz,Goolam_et_al_2015_Batch4_Sample55_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/004/ERR1231454/ERR1231454_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_5_C,4C
ERR1231454,ME_4cell_5_C,ERS1046986,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_5_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample55_,sequencing assay,ERX1303393,Goolam_et_al_2015_Batch4_Sample55_2.fq.gz,Goolam_et_al_2015_Batch4_Sample55_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/004/ERR1231454/ERR1231454_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_5_C,4C
ERR1231455,ME_4cell_5_D,ERS1046987,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_5_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample56_,sequencing assay,ERX1303394,Goolam_et_al_2015_Batch4_Sample56_1.fq.gz,Goolam_et_al_2015_Batch4_Sample56_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/005/ERR1231455/ERR1231455_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_5_D,4C
ERR1231455,ME_4cell_5_D,ERS1046987,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,meridional - equatorial,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,ME_4cell_5_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample56_,sequencing assay,ERX1303394,Goolam_et_al_2015_Batch4_Sample56_2.fq.gz,Goolam_et_al_2015_Batch4_Sample56_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/005/ERR1231455/ERR1231455_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,meridional - equatorial,ME_4cell_5_D,4C
ERR1231456,EM_4cell_4_A,ERS1046988,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_4_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample57_,sequencing assay,ERX1303395,Goolam_et_al_2015_Batch4_Sample57_1.fq.gz,Goolam_et_al_2015_Batch4_Sample57_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR1231456/ERR1231456_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_4_A,4C
ERR1231456,EM_4cell_4_A,ERS1046988,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_4_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample57_,sequencing assay,ERX1303395,Goolam_et_al_2015_Batch4_Sample57_2.fq.gz,Goolam_et_al_2015_Batch4_Sample57_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR1231456/ERR1231456_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_4_A,4C
ERR1231457,EM_4cell_4_B,ERS1046989,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_4_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample58_,sequencing assay,ERX1303396,Goolam_et_al_2015_Batch4_Sample58_1.fq.gz,Goolam_et_al_2015_Batch4_Sample58_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/007/ERR1231457/ERR1231457_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_4_B,4C
ERR1231457,EM_4cell_4_B,ERS1046989,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_4_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample58_,sequencing assay,ERX1303396,Goolam_et_al_2015_Batch4_Sample58_2.fq.gz,Goolam_et_al_2015_Batch4_Sample58_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/007/ERR1231457/ERR1231457_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_4_B,4C
ERR1231458,EM_4cell_4_C,ERS1046990,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_4_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample59_,sequencing assay,ERX1303397,Goolam_et_al_2015_Batch4_Sample59_1.fq.gz,Goolam_et_al_2015_Batch4_Sample59_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/008/ERR1231458/ERR1231458_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_4_C,4C
ERR1231458,EM_4cell_4_C,ERS1046990,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_4_C,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample59_,sequencing assay,ERX1303397,Goolam_et_al_2015_Batch4_Sample59_2.fq.gz,Goolam_et_al_2015_Batch4_Sample59_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/008/ERR1231458/ERR1231458_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_4_C,4C
ERR1231459,EM_4cell_4_D,ERS1046991,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_4_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample60_,sequencing assay,ERX1303398,Goolam_et_al_2015_Batch4_Sample60_1.fq.gz,Goolam_et_al_2015_Batch4_Sample60_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/009/ERR1231459/ERR1231459_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_4_D,4C
ERR1231459,EM_4cell_4_D,ERS1046991,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_4_D,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample60_,sequencing assay,ERX1303398,Goolam_et_al_2015_Batch4_Sample60_2.fq.gz,Goolam_et_al_2015_Batch4_Sample60_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/009/ERR1231459/ERR1231459_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_4_D,4C
ERR1231460,EM_4cell_5_A,ERS1046992,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_5_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample61_,sequencing assay,ERX1303399,Goolam_et_al_2015_Batch4_Sample61_1.fq.gz,Goolam_et_al_2015_Batch4_Sample61_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/000/ERR1231460/ERR1231460_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_5_A,4C
ERR1231460,EM_4cell_5_A,ERS1046992,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_5_A,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample61_,sequencing assay,ERX1303399,Goolam_et_al_2015_Batch4_Sample61_2.fq.gz,Goolam_et_al_2015_Batch4_Sample61_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/000/ERR1231460/ERR1231460_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_5_A,4C
ERR1231461,EM_4cell_5_B,ERS1046993,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_5_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample62_,sequencing assay,ERX1303400,Goolam_et_al_2015_Batch4_Sample62_1.fq.gz,Goolam_et_al_2015_Batch4_Sample62_1.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/001/ERR1231461/ERR1231461_1.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_5_B,4C
ERR1231461,EM_4cell_5_B,ERS1046993,Mus musculus,C57BL/6 x CBA,cleavage 4-cell,embryo,blastoderm cell,equatorial - meridional,OK,4,cell,P-MTAB-43329,P-MTAB-43330,P-MTAB-43332,EM_4cell_5_B,RNA,PAIRED,cDNA,TRANSCRIPTOMIC,not applicable,RNA-Seq,450,100,other,smart-seq2,none,polyA RNA,oligo-dT,ERCC,1:1000000,E-MTAB-3321_spike_in_sequences.fa,E-MTAB-3321_spike_in_concentration.txt,P-MTAB-43331,Iain Macaulay,Goolam_et_al_2015_Batch4_Sample62_,sequencing assay,ERX1303400,Goolam_et_al_2015_Batch4_Sample62_2.fq.gz,Goolam_et_al_2015_Batch4_Sample62_2.fq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/001/ERR1231461/ERR1231461_2.fastq.gz,200,101,Goolam_et_al_2015_count_table.tsv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3321/E-MTAB-3321.processed.1.zip,cleavage 4-cell,equatorial - meridional,EM_4cell_5_B,4C
